"Contract ID","Plan ID","Organization Type","Plan Type","Offers Part D","SNP Plan","EGHP","Organization Name","Organization Marketing Name","Plan Name","Parent Organization","Contract Effective Date"
"S5803","093","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Basic (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","094","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Basic (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","095","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Basic (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","096","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Basic (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","097","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Basic (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","098","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Basic (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","099","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Basic (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","100","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Basic (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","101","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Basic (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","102","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Basic (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","103","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Basic (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","138","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Choice (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","139","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Choice (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","140","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Choice (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","141","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Choice (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","142","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Choice (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","143","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Choice (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","144","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Choice (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","145","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Choice (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","146","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Choice (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","147","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Choice (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","148","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Choice (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","149","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Choice (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","150","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Choice (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","151","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Choice (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","152","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Choice (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","153","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Choice (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","154","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Choice (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","155","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Choice (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","156","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Choice (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","157","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Choice (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","158","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Choice (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","159","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Choice (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","160","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Choice (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","161","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Choice (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","162","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Choice (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","163","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Choice (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","164","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Choice (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","165","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Choice (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","166","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Choice (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","167","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Choice (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","168","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Choice (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","169","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Choice (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","170","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Choice (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","171","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Choice (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","210","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Basic (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","211","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Basic (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","214","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Choice (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","215","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Choice (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","218","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Gold (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","219","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Gold (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","221","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Gold (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","222","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Gold (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","223","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Gold (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","224","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Gold (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","225","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Gold (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","226","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Gold (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","227","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Gold (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","228","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Gold (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","229","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Gold (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","230","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Gold (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","231","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Gold (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","232","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Gold (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","233","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Gold (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","234","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Gold (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","235","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Gold (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","236","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Gold (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","237","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Gold (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","238","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Gold (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","239","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Gold (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","240","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Gold (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","241","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Gold (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","242","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Gold (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","243","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Gold (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","244","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Gold (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","245","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Gold (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","246","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Gold (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","247","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Gold (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","248","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Gold (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","249","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Gold (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","250","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Gold (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","251","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Gold (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","252","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Gold (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","253","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Gold (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","801","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","Yes","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Basic (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5803","802","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","Yes","PENN LIFE INS CO AND AMER PROG LIFE AND HTH INS CO","Universal American","Community CCRx Basic (PDP)","Universal American Corp.",1/1/2006 0:00:00
"S5805","001","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK","UnitedHealthcare","AARP MedicareRx Preferred (PDP)","UnitedHealth Group, Inc.",1/1/2006 0:00:00
"S5805","801","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","Yes","UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK","UnitedHealthcare","AARP MedicareRx for Groups (PDP)","UnitedHealth Group, Inc.",1/1/2006 0:00:00
"S5805","802","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","Yes","UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK","UnitedHealthcare","AARP MedicareRx for Groups (PDP)","UnitedHealth Group, Inc.",1/1/2006 0:00:00
"S5805","803","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","Yes","UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK","UnitedHealthcare","UnitedHealthcare MedicareRx for Groups (PDP)","UnitedHealth Group, Inc.",1/1/2006 0:00:00
"S5805","804","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","Yes","UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK","UnitedHealthcare","UnitedHealthcare MedicareRx for Groups (PDP)","UnitedHealth Group, Inc.",1/1/2006 0:00:00
"S5810","035","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","AETNA LIFE INSURANCE COMPANY","Aetna Medicare","Aetna Medicare Rx Essentials (PDP)","Aetna Inc.",1/1/2006 0:00:00
"S5810","036","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","AETNA LIFE INSURANCE COMPANY","Aetna Medicare","Aetna Medicare Rx Essentials (PDP)","Aetna Inc.",1/1/2006 0:00:00
"S5810","037","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","AETNA LIFE INSURANCE COMPANY","Aetna Medicare","Aetna Medicare Rx Essentials (PDP)","Aetna Inc.",1/1/2006 0:00:00
"S5810","038","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","AETNA LIFE INSURANCE COMPANY","Aetna Medicare","Aetna Medicare Rx Essentials (PDP)","Aetna Inc.",1/1/2006 0:00:00
"S5810","039","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","AETNA LIFE INSURANCE COMPANY","Aetna Medicare","Aetna Medicare Rx Essentials (PDP)","Aetna Inc.",1/1/2006 0:00:00
"S5810","040","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","AETNA LIFE INSURANCE COMPANY","Aetna Medicare","Aetna Medicare Rx Essentials (PDP)","Aetna Inc.",1/1/2006 0:00:00
"S5810","041","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","AETNA LIFE INSURANCE COMPANY","Aetna Medicare","Aetna Medicare Rx Essentials (PDP)","Aetna Inc.",1/1/2006 0:00:00
"S5810","042","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","AETNA LIFE INSURANCE COMPANY","Aetna Medicare","Aetna Medicare Rx Essentials (PDP)","Aetna Inc.",1/1/2006 0:00:00
"S5810","043","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","AETNA LIFE INSURANCE COMPANY","Aetna Medicare","Aetna Medicare Rx Essentials (PDP)","Aetna Inc.",1/1/2006 0:00:00
"S5810","044","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","AETNA LIFE INSURANCE COMPANY","Aetna Medicare","Aetna Medicare Rx Essentials (PDP)","Aetna Inc.",1/1/2006 0:00:00
"S5810","045","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","AETNA LIFE INSURANCE COMPANY","Aetna Medicare","Aetna Medicare Rx Essentials (PDP)","Aetna Inc.",1/1/2006 0:00:00
"S5810","046","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","AETNA LIFE INSURANCE COMPANY","Aetna Medicare","Aetna Medicare Rx Essentials (PDP)","Aetna Inc.",1/1/2006 0:00:00
"S5810","047","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","AETNA LIFE INSURANCE COMPANY","Aetna Medicare","Aetna Medicare Rx Essentials (PDP)","Aetna Inc.",1/1/2006 0:00:00
"S5810","048","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","AETNA LIFE INSURANCE COMPANY","Aetna Medicare","Aetna Medicare Rx Essentials (PDP)","Aetna Inc.",1/1/2006 0:00:00
"S5810","049","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","AETNA LIFE INSURANCE COMPANY","Aetna Medicare","Aetna Medicare Rx Essentials (PDP)","Aetna Inc.",1/1/2006 0:00:00
"S5810","050","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","AETNA LIFE INSURANCE COMPANY","Aetna Medicare","Aetna Medicare Rx Essentials (PDP)","Aetna Inc.",1/1/2006 0:00:00
"S5810","051","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","AETNA LIFE INSURANCE COMPANY","Aetna Medicare","Aetna Medicare Rx Essentials (PDP)","Aetna Inc.",1/1/2006 0:00:00
"S5810","052","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","AETNA LIFE INSURANCE COMPANY","Aetna Medicare","Aetna Medicare Rx Essentials (PDP)","Aetna Inc.",1/1/2006 0:00:00
"S5810","053","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","AETNA LIFE INSURANCE COMPANY","Aetna Medicare","Aetna Medicare Rx Essentials (PDP)","Aetna Inc.",1/1/2006 0:00:00
"S5810","054","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","AETNA LIFE INSURANCE COMPANY","Aetna Medicare","Aetna Medicare Rx Essentials (PDP)","Aetna Inc.",1/1/2006 0:00:00
"S5810","055","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","AETNA LIFE INSURANCE COMPANY","Aetna Medicare","Aetna Medicare Rx Essentials (PDP)","Aetna Inc.",1/1/2006 0:00:00
"S5810","056","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","AETNA LIFE INSURANCE COMPANY","Aetna Medicare","Aetna Medicare Rx Essentials (PDP)","Aetna Inc.",1/1/2006 0:00:00
"S5810","057","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","AETNA LIFE INSURANCE COMPANY","Aetna Medicare","Aetna Medicare Rx Essentials (PDP)","Aetna Inc.",1/1/2006 0:00:00
"S5810","058","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","AETNA LIFE INSURANCE COMPANY","Aetna Medicare","Aetna Medicare Rx Essentials (PDP)","Aetna Inc.",1/1/2006 0:00:00
